run_date,run_time_jst,status,score,label,emoji,entry_environment,reasons,errors,nikkei_close,nikkei_change_pct,nikkei_ma25,nikkei_above_ma25,nikkei_data_date,nasdaq_close,nasdaq_change_pct,nasdaq_ma25,nasdaq_above_ma25,nasdaq_data_date,sp500_close,sp500_change_pct,sp500_ma25,sp500_above_ma25,sp500_data_date,sox_close,sox_change_pct,sox_ma25,sox_above_ma25,sox_data_date,vix_close,vix_change_pct,vix_ma25,vix_above_ma25,vix_data_date
2026-09-22,2026-09-22 00:48:10,OK,90,RISK ON,🟢,良好,日経上昇 / NASDAQ上昇 / NASDAQ25日線上 / S&P500上昇 / SOX上昇 / VIX低下 / VIX20未満,,65018.95,1.38,65466.51,False,2026-09-18,26991.81,1.77,26306.68,True,2026-09-21,7741.28,1.19,7668.2,True,2026-09-21,12346.92,3.57,11671.8,True,2026-09-21,14.78,-0.2,15.63,False,2026-09-21
